Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	D:\LucyC\20240228_primary_astrocytes_bulk_SCP_DIA\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-99_3909.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-100_3911.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-101_3913.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-102_3915.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-103_3917.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_DDM_DIA_2-26-2024_Slot1-104_3919.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-198_3921.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-199_3923.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-200_3925.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-201_3927.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-26-2024_Slot1-202_3929.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-203_3931.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-204_3935.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-205_3937.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-206_3939.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-207_3941.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-208_3943.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_1.5ul_2-27-2024_Slot1-209_3945.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-26_3890.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-27_3891.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-28_3892.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-29_3894.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-30_3895.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-31_3896.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-32_3898.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-33_3899.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-34_3900.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-35_3902.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-36_3903.d	D:\LucyC\20240228_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_DDM_DIA_2-25-2024_Slot1-37_3905.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-111_4034.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-112_4035.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-113_4037.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-114_4038.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-115_4040.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-116_4041.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-117_4043.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-2-2024_Slot1-118_4044.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-123_4046.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-124_4047.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-125_4049.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-126_4050.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-128_4052.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-129_4053.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-130_4055.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-3-2024_Slot1-131_4056.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-4-2024_Slot1-132_4082.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-5-2024_Slot1-137_4083.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-5-2024_Slot1-138_4104.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-5-2024_Slot1-139_4105.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-140_4107.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-142_4108.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-149_4110.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-150_4111.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-151_4113.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-152_4114.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-153_4116.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-156_4117.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-157_4119.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-158_4120.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-159_4121.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_f_SC_DIA_3-6-2024_Slot1-160_4122.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-3-2024_Slot1-38_4065.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-3-2024_Slot1-39_4066.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-3-2024_Slot1-40_4068.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-41_4069.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-42_4071.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-43_4072.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-44_4074.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-45_4075.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-46_4077.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-4-2024_Slot1-47_4078.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-218_4085.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-219_4086.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-220_4088.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-221_4089.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-222_4091.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-223_4092.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-224_4095.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-225_4096.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-226_4099.d	D:\LucyC\20240303_primary_astrocytes_SC_SCP_DIA\Lucy_pri_astro_m_SC_DIA_3-5-2024_Slot1-227_4100.d
A0A024RBG1	A0A024RBG1	NUD4B_HUMAN	NUDT4B	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B	737.827	904.39	1653.77	1253.12	942.329	1295.74																																																																																		
A0A0B4J2D5;P0DPI2	P0DPI2;A0A0B4J2D5	GAL3A_HUMAN;GAL3B_HUMAN	GATD3;GATD3B	Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	8359.77	2025.63	1845.14	1479.42	4775.44	1307.9			3734.58	3060.17		2717.96	3917.96	6996.6	9482.85	11335.2	9133.11	6543.37	8338.48			5793.59		9957.93	7572.69	10973.7		3254.33	6748.64		5652.52	8190.34		2690.72	4737.56	8001.14	12980.2			5404.92			7057.52	30625.8		4148.42	6396.14	6402.93	4078.88			3419.69			6251.36	4000.86	2232.11	9982.79		6249.78	6231.29	5497.61	1265.66	6887.34	10891.1	7983.29		7530.2	4456.68	5450.98		5779.76	7005.66		338.002	7611.1		8869.08	8456.76	10863.8		8432.5		5673.56	1862.87	5295.32	7872.02	9890.78
A0A0B4J2F0	A0A0B4J2F0	PIOS1_HUMAN	PIGBOS1	Protein PIGBOS1	176.725	1066.61	437.703	1307.2	798.684	1260.47																							956.61																																																											
A0AV96	A0AV96	RBM47_HUMAN	RBM47	RNA-binding protein 47		13.7316			16.1018	60.5303																																																																																		
A0AVF1	A0AVF1	IFT56_HUMAN	TTC26	Intraflagellar transport protein 56	255.042	335.246	587.414	347.871	256.472	403.133																																																																																		
A0AVT1	A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6	2891.92	4016.93	4519.99	4426.28	4352.84	5286.64		3015.19	3578.15			2370.36	3181.14	3390.27		2111.66	2796.57	3733.18	4356.83	2828.31	5910.03	4201.2		1688.71			3589.65	3892.94	2318.49	3080.78	2775.96		3694.58	2641.02	3480.35	4079.37		4266.16	3103.43	4208.59	2624.93		3318.66	2655.02	1708.77	2721.44		3094.57	3209.21	1963.12		2851.02	5450.17		3017.08	2845.52	2793.85	1543.62	3818.55	2785.47	3043.97	3788.93	3680.78	9951.61		2999.41	4029.66	3455.47	2635.62	3923.6		3946.92	3439.23			3470.38		2310.12		1778.5	3951.16			2490.56	3242.32	2457.8	3099.1	
A0FGR8	A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2	2611.16	2056.37	2905.87	2649.78	3312.42	2858.71			1951.58	3331.39			2381.63	2122.05		3439.08	1314.65	1257.23	2701.66	2047.56		2291.48		2374.65	1525.64	1525.86	2113.89	1380.86	1498.92		2162.09	1636.11	1764.02	1546.33	3067.19	2643.64	1775.26	1595.53		1948.69	1328.74	2484.29	2374.44			1227.25	2905.24	2788.03	2362.8			1805.58			1625.82	1986.11	1168.24	2714.53		1794.5	1697.66	1630.27	2111.83	2174.62	2685.71	1922.73		2388.08	1913.36	1573.45		3201.96	3258.23		3793.03	2243.71			3358.98	2031.43		1210.77		2216.49		1218.08	2479.27	1960.16
A0JNW5	A0JNW5	UH1BL_HUMAN	UHRF1BP1L	UHRF1-binding protein 1-like	50.8425		131.785	75.9862	85.5001	93.5552																																																																																		
A0MZ66	A0MZ66	SHOT1_HUMAN	SHTN1	Shootin-1	917.881	1113.73	1350.65	2996.28	2405.6	3209.64								11246.6					4647.58																	2852.34										906.714									1914.62	842.058	1615.17						1324.7						2273.16	4739.91						5882.04								2113.48		1967.01		
A0PJW6	A0PJW6	TM223_HUMAN	TMEM223	Transmembrane protein 223	517.267	489.398	775.488	627.385	798.611	749.249																										929.257																								1072.76																																
A1A5C7	A1A5C7	S22AN_HUMAN	SLC22A23	Solute carrier family 22 member 23	975.268	1235.8	1191.71	1032.47	961.621	1059.11																	4264.1																																					5934.82			2041.83																									
A1L020	A1L020	MEX3A_HUMAN	MEX3A	RNA-binding protein MEX3A	203.152	278.718	428.129	324.073	315.005	369.929							4659.75																																												318.042			480.762																												
A1L0T0	A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	399.53	322.644	656.829	548.782	640.534	597.901																									2848.64																		474.685								795.794						2808.86	3382.52									827.815		2287.72	626.581				1334.72						1123.04		
A1X283	A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	2833.31	2664.22	3201.71	2452.65	2417.42	2725.82								916.583					1594.74	2029.05		4735.24						2259.13							2566.47	2260.13	459.638			1241.52			3298.56	3179.22		2185.43		1356.65	3012.94			2705.02			1751.12	2162.01	1545.67	4935.35		2943.87	1150.13	2820.39				1757.01		2217.09	1416.67	2771.8		3499.33				829.282	15502.4			1800.1	3359.21			5494.27		2891.82	1043.87	
A1XBS5	A1XBS5	CBAR1_HUMAN	CIBAR1	CBY1-interacting BAR domain-containing protein 1		102.696	229.666	161.791	88.7011	239.168																																																																																		
A2AJT9	A2AJT9	BCLA3_HUMAN	BCLAF3	BCLAF1 and THRAP3 family member 3	370.668	319.45	386.611	457	419.87	383.849																																																																																		
A2RRP1	A2RRP1	NBAS_HUMAN	NBAS	NBAS subunit of NRZ tethering complex	657.078	487.669	980.478	635.567	719.36	662.126					4650.53	1586.68			4554.26	2715.57	827.899	5173.46		1607.54						2067.06			917.976		3318.45			2464.46	2219.99	4009.76	1333.32	1790.04		887.896	541.468		1568.07			1257.65	2863.68	1030.31	1836.14			1036.31			749.124	4197.37	784.824	1177.58		1144.05	794.19			1562.82	1685.9	1024.05	2177.94		915.005	1706.61		1718.99				1623.52	3222.12		6490.19	1300.91	4050.88			1242.01	2642.76	1059.32	957.159	
A2RTX5	A2RTX5	SYTC2_HUMAN	TARS3	Threonine--tRNA ligase 2, cytoplasmic	298.496	206.982	293.107	395.325	353.739	355.05																																																																																		
A2RU67	A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	128.083	181.797	206.127	151.59	188.703	290.657																																																																																		
A2RUC4	A2RUC4	TYW5_HUMAN	TYW5	tRNA wybutosine-synthesizing protein 5	361.523	465.128	599.866	559.068	270.152	543.148																																		1348.44																																								500.959								
A2RUS2	A2RUS2	DEND3_HUMAN	DENND3	DENN domain-containing protein 3	402.017	479	513.856	485.749	529.108	531.93																																								383.399																511.63								1784.95																		
A3KMH1	A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	834.383	796.163	1274.36	1007.89	1149.84	1146.35									1449.77	18972			1437.43												1362.61	789.821	3173.24				7189.17																													6334.64			1846.99	9336.69			1407.65						1590.79		1900.05					1684.29	1484.55	
A3KN83	A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	493.809	640.609	693.909	615.637	606.096	741.682	4485.31		1571.1													5116.56	22574.6									1725.93		1859.34						2555.12										18782.8			5832.41													1800.48							1453.11													602.821		
A4D1E9	A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	676.269	574.278	873.612	880.292	921.799	1046.77																																								1607.29									909.656									2152.36		811.43																				1098.27		
A4D1P6	A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	555.758	564.98	998.789	570.664	458.473	618.046																												1349.17				291.655					856.139												659.175		453.544			1565.46										968.85																		
A4D2B0	A4D2B0	MBLC1_HUMAN	MBLAC1	Metallo-beta-lactamase domain-containing protein 1	318.618	331.181	263.266	269.839	244.867	342.945																							688.486																																																											
A4FU01	A4FU01	MTMRB_HUMAN	MTMR11	Myotubularin-related protein 11	5563.12		2985.63	2510.44	5316.26	2915.86						2334.92							4119.6					3125.16												1584.25	1517.15	1419.97		2726.83	1432.48	3275.08		1359.4					3258.6			2588.37			1757.25	2804.69		3886.31			2407.36	2655.13		4018.88					2151.29									3256.47	3026.15					1613.34			1830.75	4686.76
A5A3E0	Q6S8J3;A5A3E0;P0CG38;P0CG39;Q9BYX7	POTEF_HUMAN	POTEF	POTE ankyrin domain family member F	1867.71	705.104	1955.27	872.367	1069.99	879.29																																														1260.81			710.625											1482.18		2299.85												1442.11								
A5D8V6	A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1045.39	1176.05	1513.27	1280.75	1031.05	1552.24																		893.729											1052.16											449.216		1120.51							454.298															1147.1						459.407										221.376		
A5PLL7	A5PLL7	PDES1_HUMAN	PEDS1	Plasmanylethanolamine desaturase	1278.38	965.58	1729.55	1165.62	1302.3	1250.25																																																																		14151.8														6350.51		
A5PLN9	A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	852.951	580.264	1118.62	911.103	806.693	1083.94																									596.409																								2082.25																																	
A5YKK6	A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	1259.87	1153.37	1757.18	1378.26	1140.74	1317.7			4470.42	6237.05		2749.24	2228.28					3414.56				2053.25							6355.87	3055.9	2154.08		4650.56	2783.52	2710.94	1867.8	8908.6			2165.27	4096.49		1465.99	5666.61		3232.69		914.497				1015.11			1566.88	1327.8	1817.16	1468.7		2182.93		2723.19				1962.18		1416.14	1828	3042.8		2594.22	2241.64			1475.08				881.523						2102.1	3683.38	
A6NCE7;Q9GZQ8	A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	16084	17108.2	18278.7	18688.7	20857.3	22547.5		1211.88	2684.42				1105.24	4115.13		1878.31	3931.91	3750.13	5729.31			2213.69			38767.9		14797.3				4158.97			2533.6		9448.13				1000.14	3104.89		1670.67	3192.15	2453.3	4130.73		1686.83				5741.58			2783.06		4957.6	4883.6		2546.28	2918.42		3468.95			2250.83		3247.73	3081.9	5437.49		1828.27				4230.14			2951.77	4029.88	3439.95		4943.36	3068.23	1678.69	7422.32	3297.71	
A6ND36	A6ND36	FA83G_HUMAN	FAM83G	Protein FAM83G	121.137	163.328	176.555	202.439	195.208	209.889																																																	753.106																																	
A6NDG6	A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	441.315	595.85	730.835	860.597	359.946	730.789			2345.08			2579.49	4949.3				1225.61		5154.16			3747.91											1873.62		3758.14	1782.24		1104.15		1487.54				1083.07								3054.94			867.561	2990.66						3864.95	794.596			298.996				1536.52			4780.29			1081.88				1374.32	1124.98			1294.52			1194.29	
A6NDR6;Q99687	Q99687;O14770;O00470;A6NDR6	ME3L1_HUMAN;MEIS3_HUMAN	MEIS3;MEIS3P1	Putative homeobox protein Meis3-like 1	417.415	903.139	845.323	945.939	643.485	1068.89																																																																																		
A6NDU8	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1						124.105																																																																																		
A6NEL2	A6NEL2	SWAHB_HUMAN	SOWAHB	Ankyrin repeat domain-containing protein SOWAHB	1430.78	1447.21	1094.3	1343.51	1388.42	1372.95						1389.18				1253.18						1130.84						2068.85	1943.19																										836.883																					1077.4												
A6NFI3	A6NFI3	ZN316_HUMAN	ZNF316	Zinc finger protein 316	66.9381	85.1935	69.7798	76.8625	82.0278	117.612																																																																																		
A6NFQ2	A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2	316.491	185.663	168.858	436.443	472.44	525.479																																																												841.327		336.573																				
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	940.395	778.197	1000.87	922.477	918.121	1034.5				1420.88						3956.02		2781.03	1818.04					4758.29										1718.48	2827.33						2404.16							2159.08				992.468			932.472	1973.99	877.646	2534.25							2556.45	1513.88				2017.13		1742.52	508.784						1373.68	1455.55		1180.48		1793.12		1301.79		3776.07
A6NHX0	A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2	262.275	550.027	461.138	464.392	366.948	536.102																																																																																		
A6NI28	A6NI28	RHG42_HUMAN	ARHGAP42	Rho GTPase-activating protein 42	91.9499	55.6687	231.029	189.748	102.383	136.03																																																																																741.667		
A6NI56	A6NI56	CC154_HUMAN	CCDC154	Coiled-coil domain-containing protein 154	13992.6	11251.3	9252.8	11213.6	13732.9	8037.47			2875.77			4659.76	4676.35	8470.78	5825.11	13745.4	7584.96	4068.77	4027.11	4202.95		3758.06		9622.44		7348.38		4178.33	4695.94	6009.61	6060.54	7424.54	5102.48		3942.08	6018.37	8720.1			4001.36	2281.33		1721.83			6759.83	6822.28	6345.1	3595.68			5525.57			5593.31	2991.58	3173.86	9344.85		2220.02		3993.56	4016.88	6174.42	7161.5	4480.6		7707.54	5038.24	7893.86		6869.13	7710.73			5735.01		4080	6145.86	10162.7		6587.9		4598.71		5638.92	4253.72	
