Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2713 Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2714 Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2715 Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2707 Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2708 Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2709 Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_321_2540 Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_322_2541 Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_323_2542 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_220_2529 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_221_2530 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_222_2531 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_223_2532 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_224_2533 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_225_2534 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_226_2535 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_227_2536 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_228_2537 Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_229_2538 Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2713 Unique Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2714 Unique Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2715 Unique Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2707 Unique Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2708 Unique Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2709 Unique Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_321_2540 Unique Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_322_2541 Unique Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_323_2542 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_220_2529 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_221_2530 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_222_2531 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_223_2532 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_224_2533 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_225_2534 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_226_2535 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_227_2536 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_228_2537 Unique Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_229_2538 Unique Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2713 Total Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2714 Total Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2715 Total Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2707 Total Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2708 Total Spectral Count	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2709 Total Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_321_2540 Total Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_322_2541 Total Spectral Count	Arpa_PC12_day6_12_6_2023_Slot2_323_2542 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_220_2529 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_221_2530 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_222_2531 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_223_2532 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_224_2533 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_225_2534 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_226_2535 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_227_2536 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_228_2537 Total Spectral Count	Arpa_PC12_undiff_12_6_2023_Slot2_229_2538 Total Spectral Count	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2713 Intensity	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2714 Intensity	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2715 Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2707 Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2708 Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2709 Intensity	Arpa_PC12_day6_12_6_2023_Slot2_321_2540 Intensity	Arpa_PC12_day6_12_6_2023_Slot2_322_2541 Intensity	Arpa_PC12_day6_12_6_2023_Slot2_323_2542 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_220_2529 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_221_2530 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_222_2531 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_223_2532 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_224_2533 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_225_2534 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_226_2535 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_227_2536 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_228_2537 Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_229_2538 Intensity	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2713 MaxLFQ Intensity	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2714 MaxLFQ Intensity	Arpa_PC12_10ng_diff_day6_DDA_12_15_2023_Slot1_26_2715 MaxLFQ Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2707 MaxLFQ Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2708 MaxLFQ Intensity	Arpa_PC12_10ng_undiff_DDA_12_14_2023_Slot1_25_2709 MaxLFQ Intensity	Arpa_PC12_day6_12_6_2023_Slot2_321_2540 MaxLFQ Intensity	Arpa_PC12_day6_12_6_2023_Slot2_322_2541 MaxLFQ Intensity	Arpa_PC12_day6_12_6_2023_Slot2_323_2542 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_220_2529 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_221_2530 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_222_2531 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_223_2532 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_224_2533 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_225_2534 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_226_2535 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_227_2536 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_228_2537 MaxLFQ Intensity	Arpa_PC12_undiff_12_6_2023_Slot2_229_2538 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0G2JTR4|ABR_RAT	A0A0G2JTR4	ABR_RAT	Abr	859	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Active breakpoint cluster region-related protein	1.0	0.999	5	23	17	23	3	7	3	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	3	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	92207.21	102309.15	95176.78	70446.67	90951.52	45864.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31217.662	31484.982	29885.705	32798.824	36106.72	42069.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2JXT6|MTMR6_RAT	A0A0G2JXT6	MTMR6_RAT	Mtmr6	655	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Myotubularin-related protein 6	1.0	0.999	4	10	10	10	0	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9632.873	7141.314	0.0	20289.04	26742.27	34803.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15733.838	14668.391	14798.564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2JZ79|SIR1_RAT	A0A0G2JZ79	SIR1_RAT	Sirt1	555	Rattus norvegicus OX=10116	3:Protein inferred from homology	NAD-dependent protein deacetylase sirtuin-1	1.0	0.999	3	8	8	8	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	7561.2476	27479.129	27206.285	10216.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18127.352	17404.205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2K1Q8|ABCA3_RAT	A0A0G2K1Q8	ABCA3_RAT	Abca3	1704	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Phospholipid-transporting ATPase ABCA3	1.0	0.999	6	11	11	11	2	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70797.29	53772.703	66725.89	0.0	9178.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29203.977	26009.207	25110.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2K2P5|ZO1_RAT	A0A0G2K2P5	ZO1_RAT	Tjp1	1765	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Tight junction protein ZO-1	1.0	0.999	15	52	52	52	6	5	7	12	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	7	12	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	7	12	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	181694.19	116302.82	146112.47	258045.5	140019.78	194279.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48963.926	46865.824	43775.992	73298.41	63431.008	76107.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2K5L2|GHC1_RAT	A0A0G2K5L2	GHC1_RAT	Slc25a22	323	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Mitochondrial glutamate carrier 1	1.0	0.999	8	36	33	36	7	8	10	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	9	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	10	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	258019.27	290215.53	236872.7	103500.53	63341.42	68691.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69481.03	72406.88	69518.945	32456.85	27018.367	27586.697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0G2QC33|ATG4B_RAT	A0A0G2QC33	ATG4B_RAT	Atg4b	393	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Cysteine protease ATG4B	1.0	0.999	4	22	22	22	3	5	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16649.4	23162.984	20470.371	23980.148	33538.96	42561.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11020.29	13120.629	12119.12	13633.059	22584.91	20874.219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A8I5ZNK2|OXSR1_RAT	A0A8I5ZNK2	OXSR1_RAT	Oxsr1	528	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Serine/threonine-protein kinase	1.0	0.999	5	27	27	27	4	4	3	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	84241.07	45126.34	76805.53	80352.36	51344.742	72487.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30613.88	28206.49	28778.92	29891.854	28867.268	24391.918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0JPJ7|OLA1_RAT	A0JPJ7	OLA1_RAT	Ola1	396	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	14	88	88	88	11	15	17	16	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	17	16	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	17	16	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	472268.16	471452.84	519478.53	474958.34	440641.34	406405.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100933.35	117086.9	114491.27	98860.59	100715.39	116772.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0JPM9|EIF3J_RAT	A0JPM9	EIF3J_RAT	Eif3j	259	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit J	1.0	0.999	9	54	24	54	7	8	8	11	11	8	0	0	0	0	0	0	1	0	0	0	0	0	0	3	4	3	5	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	7	8	8	11	11	8	0	0	0	0	0	0	1	0	0	0	0	0	0	187714.83	184549.58	237458.03	224362.17	247682.83	197612.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78314.55	70353.53	75026.8	84833.85	79196.71	77323.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
