Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_day6diff_PC12_DIA_10ng_2-24-2024_Slot2-09_3878.d	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_day6diff_PC12_DIA_20ng_2-24-2024_Slot2-11_3881.d	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_day6diff_PC12_DIA_30ng_2-25-2024_Slot2-11_3884.d	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_undiff_PC12_DIA_10ng_2-24-2024_Slot2-08_3877.d	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_undiff_PC12_DIA_20ng_2-24-2024_Slot2-10_3880.d	D:\LucyC\20240301_PC12_bulk_SCP_DIA\Lucy_undiff_PC12_DIA_30ng_2-25-2024_Slot2-10_3883.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-219_3830.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-220_3831.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-221_3832.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-222_3833.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-223_3834.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-224_3835.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-225_3823.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-226_3824.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-227_3825.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-228_3826.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-229_3827.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-230_3828.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-242_3837.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-243_3838.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-244_3839.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-245_3840.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-246_3841.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-247_3842.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-314_3844.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-315_3845.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-316_3846.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-317_3847.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-318_3848.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-319_3849.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_2-29-2024_Slot1-271_3996.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_2-29-2024_Slot1-272_3997.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-273_3999.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-274_4000.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-275_4002.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-276_4003.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-277_4005.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-278_4006.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-279_4008.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-280_4009.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-320_4011.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-321_4012.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-322_4014.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-323_4015.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-324_4017.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-325_4018.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-1-2024_Slot1-326_4020.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-327_4021.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-328_4023.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-329_4024.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-330_4026.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-331_4027.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-332_4029.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_day6diff_PC12_SC_DIA_3-2-2024_Slot1-333_4030.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-196_3784.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-197_3785.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-198_3786.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-199_3787.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-200_3788.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-201_3789.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-202_3791.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-202_3798.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-203_3792.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-203_3799.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-204_3793.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-204_3800.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-205_3794.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-205_3801.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-206_3795.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-206_3802.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-207_3796.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-207_3803.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-219_3805.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-220_3806.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-221_3807.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-222_3808.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-223_3809.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-224_3810.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-225_3815.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-226_3816.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-227_3817.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-228_3818.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-229_3819.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-230_3820.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-28-2024_Slot1-243_3970.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-28-2024_Slot1-244_3971.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-28-2024_Slot1-245_3973.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-246_3974.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-247_3976.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-248_3977.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-249_3979.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-250_3980.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-251_3982.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-252_3983.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-253_3985.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-254_3986.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-255_3988.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-256_3989.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-257_3991.d	D:\LucyC\20240302_PC12_SC_SCP_DIA\Lucy_undiff_PC12_SC_DIA_2-29-2024_Slot1-258_3992.d
A0A096MIX0	A0A096MIX0	A0A096MIX0_RAT	Morc3	MORC family CW-type zinc finger 3	500.626	1035.89	1320.42	447.875	678.807	795.784		1113.39								1728.51									1302.32		3973.38	1350.95									2184.54	2983.03																															2072.82						1742.59							2179.29	2979.5					1172.74							916.959		595.236			
A0A096MJ11	A0A096MJ11	A0A096MJ11_RAT	Gsdmd	Gasdermin D	351.489	518.275	512.042	173.304	234.549	272.114				2747.57																	1860.07																	2186.61	902.92							1215.32																							1612.99																								2120.7	
A0A096MJ28	A0A096MJ28	A0A096MJ28_RAT	Ints2	Integrator complex subunit 2	875.712	813.474	1369.92	1231.62	1103.8	1261.11										2008.59											1184.85																									2797.97				6234.67									1337.43				860.628						1231.39					2483.21	624.974							676.419									1642.18			
A0A096MJ37	A0A096MJ37	A0A096MJ37_RAT	Urgcp	Upregulator of cell proliferation	624.143	653.954	877.713	496.763	587.88	588.119		1875.76																																	1068.02			979.668							1602.27																2257.55														914.024	1456.03						1424.48							546.989				1608.42	
A0A096MJ94	A0A096MJ94	A0A096MJ94_RAT	Bms1	BMS1 ribosome biogenesis factor	1199.32	1532.61	1967.89	1494.96	2076.32	2254.16		1013.74					1205.66				5299.85	2906.15	5074.04						1407.39		948.8																	5322.44	1130.1					5221.39					3322.9					1499.37															2101.42						1595.4	1283.04	1174.53				2145.33	2851.47		1443.46				2687.24	1302.82			7761.17		
A0A096MJ99	A0A096MJ99	A0A096MJ99_RAT	Vamp4	Vesicle-associated membrane protein 4	390.916	358.422	896.54	339.329	599.411	844.532		1222.55											1634.83								808.374	722.446																	931.3				2960.41	908.217			1695.71				360.772										1256.57		1406.84					1097.86				483.57			438.539	1284.68									1395.65				541.805		379.176			498.889
A0A096MJE3	A0A096MJE3	A0A096MJE3_RAT	Gspt2	G1 to S phase transition 2	812.912	1331.56	1655.79	460.198	844.151	1079.8		747.506	1302.57				1646.88					2284.68	2604.08	2521.06		2355.71	2536.83				1606.08	1256.94						1938.19	2598.93		3499.39												2012.75	3495.65	3601.35	3158.55				2166.91					3494.21		3141.18				3260.5		1067.35				1677.85	2411	1716.33		3399.37	505.27			1169.89	1155.36	2070.89					962.854		875.926			1958.86	6477.79	1035.54		1289.4		1246.79	
A0A096MJF9	A0A096MJF9	A0A096MJF9_RAT	Tmem132e	Transmembrane protein 132E	3015.9	3536.97	3689.35	8234.87	7390.5	7531.25		3074.97	3583.76	1773.34		3403.32	6568.58	3053.69		3689.89	2221.24	4693.19	3624.21			5828.9	5281.44		3302.1	13173.6	3115.91			7883.06			3131.13	3401.66	3232.43			7505.74		9998.15	1883.07	4138.83	2306.15	2397.36	6453.22			2641.28	7429.18		1734.12	3008.37	4767.47	5246.64	6836.72	28278.8	4640.83		16202.8	5677.1	6150.74				6272.23		7682.01		4491.66		6554.16		6626.86	3485.04	4601.55	8324.41	4494.46	5157.94		3551.92	3790.96	5543.07	8747.25			10786.8		7967.07	9272.43	10131.4	3317.47	8460.42	7713.73	13299.7	5608.4	4887.51	4431.1	2422.95	7290.81	7742.03
A0A096MJI1	A0A096MJI1	A0A096MJI1_RAT	Zfx	Zinc finger protein X-linked	763.888	722.275	943.193	922.384	1056.7	1144.07																	566.506																						614.071					767.121											1008.61				1122.2				709.175													1061.31	605.98																	819.265
A0A096MJM8	A0A096MJM8	A0A096MJM8_RAT	Las1l	LAS1-like (S. cerevisiae)	1636.26	1902.73	2133.78	1272.41	1459.17	1808.88																						10600.7									2020.11				1537.98									9539.35																								1448.19	1854.11													2405.4							1058.43		1250.34			
A0A096MJN4	A0A096MJN4	SEPT4_RAT	Septin4	Septin-4	6250.38	6131.77	8249.2	2680.88	3930.38	3923.89		2291.05	1879.17	1376.44			2571.91			2039.65		2345.18			2323.61		2532.27	3755.7	1358.21		845.644		2366.64											3328.17	5051.42	3468.59		2496.53	987.352				2554.23	1862.41	1565.5		2245.73				1453.22				2022.24						1602.19		257.149				673.446				324.399				1006.95							630.606					1800.97		977.349	1109.99				
A0A096MJT6	A0A096MJT6	A0A096MJT6_RAT	Bltp1	Similar to RIKEN cDNA D630029K19	449.71	731.003	926.482	549.628	590.594	715.169							1033.76							3439.59							1650.84														4479.05														657.679						2029.35													1210.51							657.256	944.818						704.331												
A0A096MJV7	A0A096MJV7	A0A096MJV7_RAT	Chd9	DNA helicase	766.127	1231.45	1749.48	1032.05	1519.73	1965.48																																																																																									1381.77					
A0A096MJX5	A0A096MJX5	A0A096MJX5_RAT	C3h9orf78	Uncharacterized protein	1066.09	1297.09	2147.11	1390.93	1255.27	1425.65							1681.34									2417.57														2338.94					1752.58			1590.68																									1518.57												1452.53	1113.13	1753.95					787.383						1352.35	1665.19				5190.1	
A0A096MJY1	A0A096MJY1	A0A096MJY1_RAT	Gpc6	Glypican 6	1468.02	1436.07	1187.73	711.605	777.196	890.561			9171.57									3807.64																							1777.88			2105.71								2985.11					5084.53																																											
A0A096MJY7	A0A096MJY7	A0A096MJY7_RAT	Lsm14a	LSM14A mRNA processing body assembly factor	1023.54	1298.94	1464.54	1575.58	2043.57	2050.74		3621.82															1137.69														6746.72	1402.41													1606.48	2284.63																	2674.91					1139.92	1459.15						1371.32			4883.45				983.285					3417.58	1373.19	2591.75	1351.59	967.607		1203.9	2069.58
A0A096MJZ0	A0A096MJZ0	DNAL1_RAT	Dnal1	Dynein axonemal light chain 1	385.112	510.45	881.156	195.466	440.004	415.446							463.124														758.189																									636.24									933.943															757.745						687.534	847.606									2334.08			484.457				635.818	
A0A096MK06	A0A096MK06	A0A096MK06_RAT	Astn2	Astrotactin 2	162.944	265.437	309.018		64.5244	91.6688																																																																																														
A0A096MK32	A0A096MK32	A0A096MK32_RAT	Tdg	Thymine-DNA glycosylase	481.188	634.027	294.036	289.097	290.472	287.375																																																																											559.566																			
A0A096MK61	A0A096MK61	A0A096MK61_RAT	Crtap	Cartilage associated protein-like 1	653.012	897.284	1014.67	321.798	387.585	444.231												2795.17																																																									3335.4							3896.87																		
A0A096MKB0	A0A096MKB0	A0A096MKB0_RAT	Rab24	Max dimerization protein 3	1279.78	1765.44	1213.82	1434.81	2201.51	2509.53		1076.8	4403.77					2955.79				4514.49							2888.58																			2138.03	2691.07							1394.38									504.578								1155.56				3296.18	1388.72							1931.61	695.099	1809.08																	790.907
A0A096MKD1	A0A096MKD1	A0A096MKD1_RAT	Eef1akmt1	EEF1A lysine methyltransferase 1	879.455	1992.82	2784.26	378.034	1073.26	1586.66		2658				1003.62	2722.56			3116.74											1864.9				8067.9				2150.18					3055.4	899.415			1428.99					1202.27		2618.55	2557.89	3010.27	1535.15	1599.03				1527.5		1099.15				1973.26						2071.91			1040.71	1265.07	1712.76	3095.33				2132.06	1234.45	1452.12	2279.9				1020.63							1212.79		2052.22		2804.92	
A0A096MKE0	A0A096MKE0	A0A096MKE0_RAT	Asph	Aspartate-beta-hydroxylase	1038.15	1458.74	1434.57	322.415	1048.6	1207.3		1097.71	1903.32				2607.6	3143.18				2878.87	3874.3	3030.51		1393.82			798.231		491.437	3748.74					2780.37		2827.41		2838.42				1032.91				2174.31					2453.87		1155.49	2208.73		1210.74		3525.23			2973.59	650.103								837.913		3118.48			2126.31	2204.84	1049.83		1330.85				1766.75	1102.96									4805.51	1937.72				1560.39			
A0A096MKE2	A0A096MKE2	A0A096MKE2_RAT	Snx12	PX domain-containing protein	6912.59	6641.68	6189.86	7803.13	8702.99	6416.21		9639.53	7489.18	5697.67		7831.24	6766.02			6594.17	6994.52	1543.52	1329.87	3619.41	1886.67	5459.75	7540.1		1582.65	9369.72	7447.84	2051.07	11455.5				1230.8	5008.9	6596.18	15078	5465.39		4785.6	5721.03	8898.91	3670.17		9867.35	5276.41		4210.97		7963.29	6257.29	6474.95	7581.21	6254.58	5570.97	4534.27	7698.33	6265.12		5873.25	5355.39	7577.02		8110.02		6584.71		6839.81		5230.73		2647.97		5283.92	5310.32	5365.11	6122.28	3854.54	4605.81		5106.19	5543.13	5516.13	6143.5	3518.39		4567.14		4915		3871.66	7644.01	8447.67	4240.22	5183.46	5404.67	5808.69	6749.85	5206.98	5103.04	3365.47
A0A096MKE5	A0A096MKE5	A0A096MKE5_RAT	Zfp326	Zinc finger protein 326	1252.74	1807.11	2386.95	1908.82	2900.55	3233.28		1861.81		2850.32								2465.94	4959.32	1623.2			1246.38				1645.6	3114.12	4060.3						1366.27		1465.53						1662.38		1875.03			5103.25		3898.86					3503.25						494.74								1723.19		1972.85			2529.61	1748.66		1457.56	662.764			1930.2	1173.49	1246.33				2840.03	1499.6				2909.02	1516.6	1775.41	1068.53		1764.79		1100.49	
A0A096MKF8	A0A096MKF8	A0A096MKF8_RAT	Med12	Mediator complex subunit 12	1129.57	1581.22	1968.78	1026.25	1568.53	1897.81																													6784.86					12498.9																																		3690.98			2022.07				4361.12	2260.3						22311.6							3527.2					
A0A096UWG9	A0A096UWG9	A0A096UWG9_RAT	Dgke	Diacylglycerol kinase	528.53	691.243	978.962	788.109	575.227	784.612		1357																																												1912.97																	1643.23					1412.84																										
A0A0G2JSI4	A0A0G2JSI4	A0A0G2JSI4_RAT	Adgre5	Adhesion G protein-coupled receptor E5	730.656	1082.73	1031.85	301.506	231.282	405.809		676.76																																					735.545				2191.88	901.471																										4918.01																								
A0A0G2JSN6	A0A0G2JSN6	A0A0G2JSN6_RAT	Adgrg3	Adhesion G protein-coupled receptor G3	271.337	434.783	613.308	229.097	367.1	504.743																																																																																									456.945					
A0A0G2JT23	A0A0G2JT23	A0A0G2JT23_RAT	Nrbp2	Nuclear receptor binding protein 2	400.761	512.191	646.159	519.7	388.66	529.229																																																																																														
A0A0G2JT63	A0A0G2JT63	A0A0G2JT63_RAT	Cyfip2	Cytoplasmic FMR1-interacting protein	806.723	1292.06	1979.28	577.366	904.405	1205.35		1022.13	2048.24				482.635									1183.48	856.869										1612.57								1525.45														192.53						1127.61														1532.27						510.311	1258.88						1941.84							877.859					
A0A0G2JTI7	A0A0G2JTI7	A0A0G2JTI7_RAT	Prpf3	U4/U6 small nuclear ribonucleoprotein Prp3	2454.63	2497.41	2225.13	4259.89	4674.49	4580.32		1961.52	2768.69	973.514		4843.97	6237.7							3120.96	3567.26	2106.03	2174.98				2813.42	3524.89					5809.53	2548.41	3779.75		2220.56			2807.04	2074.15	4337.13	3556.37	2150.62	3063.92			3653.73	2658.19		2522.59	1029.75	2101.3		2261.75	7742.96	3976.23		6017.29	3049.56	3979.73				3681.92				3120.7				11572.6	3028.47	2582.27	3834.59	3209.02	2025.59	4471.54		2364.13	2165.87	2712.66	4516.52				3589.1		2631.37		3305.69	3750.33	4018.28	2379.83	2865.85	2392.2	7995.13	2252.42	3688.48
A0A0G2JTM6	A0A0G2JTM6	A0A0G2JTM6_RAT	Dhx35	RNA helicase	721.005	746.162	951.593	691.27	1016.07	1295.15														1337.02																								497.894	1511.96																1188.37													1313.38	947.417								708.802					799.924							645.608	1266.86	1473.35		1033.56	
A0A0G2JTM7	A0A0G2JTM7	A0A0G2JTM7_RAT	Brd7	Bromodomain containing 7	200.239	350.589	568.925	190.703	250.869	373.863																																																																																										4089.24	2906.29			2612.91
A0A0G2JTM9	A0A0G2JTM9	A0A0G2JTM9_RAT	Dnajb14	DnaJ heat shock protein family (Hsp40) member B14	250.948	371.62	546.833	109.608	306.32	375.729																																																																																														
A0A0G2JTQ4	A0A0G2JTQ4	A0A0G2JTQ4_RAT	ENSRNOG00000070161	Olfactory receptor	237.089	307.67	304.348	267.226	81.4318	183.706			629.589	2345.65																																																																891.379																					581.475					
A0A0G2JTR4	A0A0G2JTR4	ABR_RAT	Abr	Active breakpoint cluster region-related protein	1725.49	1784.98	2340.89	1304.17	1854.79	1838.23		1863.78	2598.24				2200.75							1268.41		1930.52	2586.49		2700.8		1711.58							2503.93							2238.75	1991.56		2040.11	1490.29				2597.15	2364.05	1563.32	2340.53	2228.89	3555.83	1830.37		3655.65												1772.81		2623.77		2203.26	2773.24	1602.44	2557.48		4154.36			1667.7	2212.48	2387.61			8921.04		1147.85					2150.07	1965.74	1526.96	3082.53	2881.04			1905.87
A0A0G2JTT6	A0A0G2JTT6	A0A0G2JTT6_RAT	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	2267.67	3205.45	3825.69	2282.92	2568.59	2927.49																	7905.38																		19545.7										8159.07				478.53																				4303.18	13886.7					4169.98	4276.29	1899.84																10987.3	
A0A0G2JTW1	A0A0G2JTW1	A0A0G2JTW1_RAT	Rap2a	Ras-related protein Rap-2	559.297	962.495	1342.28	338.249	564.931	760.839			977.465					1817.89																														1997.95																	1071.92								969.352						576				4551.86																538.284					
